_timestamp,cpu_times.user,cpu_times.system,cpu_times.idle,cpu_times.interrupt,cpu_times.dpc,cpu_stats.ctx_switches,cpu_stats.interrupts,cpu_stats.soft_interrupts,cpu_stats.syscalls,cpu_load.load_1m,cpu_load.load_5m,cpu_load.load_15m,swap.total,swap.used,swap.free,swap.percent,swap.sin,swap.sout,virtual.total,virtual.available,virtual.percent,virtual.used,virtual.free,disk.total,disk.used,disk.free,disk.percent,disk_io.read_count,disk_io.write_count,disk_io.read_bytes,disk_io.write_bytes,disk_io.read_time,disk_io.write_time,net_io.bytes_sent,net_io.bytes_recv,net_io.packets_sent,net_io.packets_recv,net_io.errin,net_io.errout,net_io.dropin,net_io.dropout
1728249335.7592542,6131.78125,4189.218749999884,644659.34375,313.171875,203.59375,224941784,114565704,0,1093546734,0.06,0.02,0.01,22548578304,1872687104,20675891200,8.3,0,0,16832106496,8193761280,51.3,8638345216,8193761280,694134239232,390118162432,304016076800,56.2,1584247,755740,28295641600,17435159040,1051,344,12590898,11517603,20481,17888,0,0,0,0
1728249336.7599046,6132.484375,4189.374999999884,644670.5,313.171875,203.59375,224951864,114571372,0,1093646325,0.06,0.02,0.01,22548578304,1870696448,20677881856,8.3,0,0,16832106496,8189173760,51.3,8642932736,8189173760,694134239232,390118232064,304016007168,56.2,1584249,755767,28295707136,17435425280,1051,344,12606989,11520848,20486,17894,0,0,0,0
1728249337.7607946,6133.296875,4189.515624999884,644681.5625,313.171875,203.59375,224960819,114576631,0,1093759842,0.06,0.02,0.01,22548578304,1865863168,20682715136,8.3,0,0,16832106496,8190459904,51.3,8641646592,8190459904,694134239232,390118252544,304015986688,56.2,1584252,755799,28295821824,17437358592,1051,344,12608701,11526775,20492,17901,0,0,0,0
1728249338.7617908,6134.0625,4189.640624999884,644692.6875,313.1875,203.59375,224971395,114583024,0,1093886209,0.06,0.02,0.01,22548578304,1871118336,20677459968,8.3,0,0,16832106496,8201170944,51.3,8630935552,8201170944,694134239232,390118965248,304015273984,56.2,1584255,755843,28295920128,17439226368,1051,344,12627121,11530936,20499,17911,0,0,0,0
1728249339.7629619,6134.65625,4189.718749999884,644704.109375,313.1875,203.59375,224981092,114589231,0,1093991398,0.06,0.02,0.01,22548578304,1870086144,20678492160,8.3,0,0,16832106496,8201961472,51.3,8630145024,8201961472,694134239232,390120415232,304013824000,56.2,1584260,755903,28296198656,17441778176,1051,344,12629355,11536440,20504,17918,0,0,0,0
1728249340.763443,6135.359375,4189.828124999884,644715.28125,313.1875,203.609375,224990867,114595078,0,1094143336,0.06,0.02,0.01,22548578304,1868668928,20679909376,8.3,0,0,16832106496,8197443584,51.3,8634662912,8197443584,694134239232,390121594880,304012644352,56.2,1584262,755929,28296264192,17442048512,1051,344,12646906,11539847,20509,17927,0,0,0,0
1728249341.7645156,6135.984375,4189.921874999884,644726.546875,313.1875,203.609375,224999871,114600627,0,1094282457,0.21,0.05,0.02,22548578304,1866395648,20682182656,8.3,0,0,16832106496,8191492096,51.3,8640614400,8191492096,694134239232,390123008000,304011231232,56.2,1584267,755983,28296886784,17444559360,1051,344,12646961,11544075,20511,17930,0,0,0,0
1728249342.7658505,6136.328125,4190.265624999884,644737.84375,313.203125,203.65625,225019683,114611794,0,1094549950,0.21,0.05,0.02,22548578304,1868754944,20679823360,8.3,0,0,16832106496,8205651968,51.2,8626454528,8205651968,694134239232,390123909120,304010330112,56.2,1584278,756062,28297380352,17447129600,1051,344,12665273,11547321,20516,17936,0,0,0,0
1728249343.766132,6137.046875,4190.374999999884,644748.90625,313.21875,203.65625,225036203,114620262,0,1094784710,0.21,0.05,0.02,22548578304,1867141120,20681437184,8.3,0,0,16832106496,8184053760,51.4,8648052736,8184053760,694134239232,390125395968,304008843264,56.2,1584338,756124,28299272704,17449746944,1051,344,12681559,11553522,20521,17948,0,0,0,0
1728249344.7669852,6137.625,4190.749999999884,644760.03125,313.21875,203.671875,225046302,114626123,0,1094930312,0.21,0.05,0.02,22548578304,1865400320,20683177984,8.3,0,0,16832106496,8193060864,51.3,8639045632,8193060864,694134239232,390126354432,304007884800,56.2,1584340,756149,28299338240,17449947648,1051,344,12700584,11558000,20530,17960,0,0,0,0
1728249345.7681081,6138.203125,4190.937499999884,644771.359375,313.21875,203.671875,225056305,114632241,0,1095093593,0.21,0.05,0.02,22548578304,1866559488,20682018816,8.3,0,0,16832106496,8213200896,51.2,8618905600,8213200896,694134239232,390127554560,304006684672,56.2,1584350,756199,28300550656,17452851712,1051,344,12704553,11563566,20534,17967,0,0,0,0
1728249346.7687278,6138.9375,4191.046875,644782.453125,313.21875,203.671875,225066070,114638199,0,1095243235,0.28,0.06,0.02,22548578304,1868402688,20680175616,8.3,0,0,16832106496,8234430464,51.1,8597676032,8234430464,694134239232,390129131520,304005107712,56.2,1584361,756268,28301308416,17455530496,1051,344,12723410,11567222,20540,17980,0,0,0,0
1728249347.7693083,6139.40625,4191.5,644793.578125,313.21875,203.671875,225075600,114643327,0,1095405545,0.28,0.06,0.02,22548578304,1874042880,20674535424,8.3,0,0,16832106496,8218972160,51.2,8613134336,8218972160,694134239232,390133874688,304000364544,56.2,1584364,756305,28301689344,17457693184,1051,344,12726102,11573169,20546,17988,0,0,0,0
1728249348.7701106,6140.078125,4191.96875,644804.5,313.234375,203.671875,225086024,114649381,0,1095601526,0.28,0.06,0.02,22548578304,1878622208,20669956096,8.3,0,0,16832106496,8217964544,51.2,8614141952,8217964544,694134239232,390132641792,304001597440,56.2,1584368,756334,28301804032,17457955328,1051,344,12746572,11576545,20550,17996,0,0,0,0
1728249349.7717094,6140.71875,4192.109375,644815.59375,313.25,203.671875,225095114,114654587,0,1095829172,0.28,0.06,0.02,22548578304,1860980736,20687597568,8.3,0,0,16832106496,8199098368,51.3,8633008128,8199098368,694134239232,390132883456,304001355776,56.2,1584381,756372,28301829632,17460081152,1051,344,12748785,11582797,20556,18004,0,0,0,0
1728249350.7726285,6141.078125,4192.3125,644827.171875,313.25,203.671875,225104167,114660049,0,1095982713,0.28,0.06,0.02,22548578304,1844293632,20704284672,8.2,0,0,16832106496,8203091968,51.3,8629014528,8203091968,694134239232,390132985856,304001253376,56.2,1584384,756424,28301927936,17461969408,1051,344,12770022,11590447,20562,18016,0,0,0,0
1728249351.7732682,6141.3125,4192.375,644838.765625,313.265625,203.671875,225112413,114664758,0,1096087924,0.25,0.06,0.02,22548578304,1851240448,20697337856,8.2,0,0,16832106496,8194146304,51.3,8637960192,8194146304,694134239232,390133903360,304000335872,56.2,1584384,756425,28301927936,17461981696,1051,344,12770022,11590447,20562,18016,0,0,0,0
1728249352.7743757,6141.546875,4192.609375,644850.390625,313.265625,203.71875,225121112,114669889,0,1096272880,0.25,0.06,0.02,22548578304,1863077888,20685500416,8.3,0,0,16832106496,8213803008,51.2,8618303488,8213803008,694134239232,390135050240,303999188992,56.2,1584387,756472,28302009856,17463955968,1051,344,12792003,11598095,20567,18028,0,0,0,0
1728249353.775378,6141.8125,4192.671875,644861.859375,313.265625,203.71875,225130039,114674890,0,1096486335,0.25,0.06,0.02,22548578304,1866047488,20682530816,8.3,0,0,16832106496,8215277568,51.2,8616828928,8215277568,694134239232,390135918592,303998320640,56.2,1584391,756516,28302386688,17466184192,1051,344,12807192,11598365,20569,18033,0,0,0,0
1728249354.775779,6142.09375,4192.828125,644873.5625,313.265625,203.71875,225138823,114679967,0,1096728307,0.25,0.06,0.02,22548578304,1866969088,20681609216,8.3,0,0,16832106496,8216936448,51.2,8615170048,8216936448,694134239232,390137184256,303997054976,56.2,1584398,756568,28302976512,17468416512,1051,344,12829978,11606564,20576,18047,0,0,0,0
1728249355.776899,6142.4375,4192.953125,644885.09375,313.265625,203.734375,225147426,114684780,0,1096985356,0.25,0.06,0.02,22548578304,1866989568,20681588736,8.3,0,0,16832106496,8216907776,51.2,8615198720,8216907776,694134239232,390138236928,303996002304,56.2,1584398,756571,28302976512,17468436992,1051,344,12832138,11608590,20581,18052,0,0,0,0
1728249356.7781045,6142.765625,4193.140625,644896.609375,313.265625,203.75,225155876,114689716,0,1097093974,0.23,0.06,0.02,22548578304,1872826368,20675751936,8.3,0,0,16832106496,8218210304,51.2,8613896192,8218210304,694134239232,390139936768,303994302464,56.2,1584407,756627,28304287232,17471554048,1051,344,12855576,11613545,20587,18063,0,0,0,0
1728249357.7790337,6143.03125,4193.296875,644908.171875,313.265625,203.75,225164480,114694570,0,1097271637,0.23,0.06,0.02,22548578304,1869922304,20678656000,8.3,0,0,16832106496,8219512832,51.2,8612593664,8219512832,694134239232,390141317120,303992922112,56.2,1584410,756643,28304647680,17473565184,1051,344,12855739,11617847,20590,18067,0,0,0,0
1728249358.7802715,6143.25,4193.4375,644919.875,313.265625,203.75,225172969,114699364,0,1097487393,0.23,0.06,0.02,22548578304,1871118336,20677459968,8.3,0,0,16832106496,8221286400,51.2,8610820096,8221286400,694134239232,390141976576,303992262656,56.2,1584416,756688,28304926208,17475908096,1051,344,12879913,11625659,20598,18082,0,0,0,0
1728249359.7812548,6143.53125,4193.625,644931.453125,313.296875,203.78125,225181755,114704125,0,1097699280,0.23,0.06,0.02,22548578304,1869504512,20679073792,8.3,0,0,16832106496,8229752832,51.1,8602353664,8229752832,694134239232,390143045632,303991193600,56.2,1584417,756691,28304958976,17475932672,1051,344,12879914,11625659,20599,18082,0,0,0,0
